Giorni Dopo Semina;Settimana;N;P2O5;K2O;MgO;CaO;B Grammi/Ha;Rapporto N:K N/(K2O/3.36);Rapporto Ca:Mg (1:0.5-0.25) (CaO/1.39)/MgO;Rapporto K:Ca (0.35-1:1) (CaO/1.19)/K2O
110;16;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
111;16;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
112;16;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
113;17;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
114;17;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
115;17;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
116;17;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
117;17;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
118;17;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
119;17;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
120;18;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
121;18;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
122;18;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
123;18;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
124;18;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
125;18;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
126;18;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
127;19;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
128;19;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
129;19;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
130;19;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
131;19;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
132;19;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
133;19;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
134;20;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
135;20;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
136;20;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
137;20;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
138;20;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
139;20;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
140;20;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
141;21;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
142;21;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
143;21;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
144;21;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
145;21;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
146;21;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
147;21;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
148;22;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
149;22;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
150;22;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
151;22;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
152;22;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
153;22;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
154;22;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
155;23;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
156;23;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
157;23;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
158;23;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
159;23;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
160;23;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
161;23;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
162;24;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
163;24;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
164;24;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
165;24;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
166;24;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
167;24;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
168;24;1,3866;0,7060;1,7933;0,3069;1,0676;35,6483;2,6000;0,4000;0,5000
169;25;1,2800;0,7060;1,7933;0,3069;1,0676;35,6483;2,4000;0,4000;0,5000
170;25;1,2800;0,7060;1,7933;0,3069;1,0676;35,6483;2,4000;0,4000;0,5000
171;25;1,2800;0,7060;1,7933;0,3069;1,0676;35,6483;2,4000;0,4000;0,5000
172;25;1,2800;0,7060;1,7933;0,3069;1,0676;35,6483;2,4000;0,4000;0,5000
173;25;1,2800;0,7060;1,7933;0,3069;1,0676;35,6483;2,4000;0,4000;0,5000
174;25;1,2800;0,7060;1,7933;0,3069;1,0676;35,6483;2,4000;0,4000;0,5000
175;25;1,2800;0,7060;1,7933;0,3069;1,0676;35,6483;2,4000;0,4000;0,5000
176;26;1,2800;0,7060;1,7933;0,3069;1,0676;35,6483;2,4000;0,4000;0,5000
177;26;1,2800;0,7060;1,7933;0,3069;1,0676;35,6483;2,4000;0,4000;0,5000
178;26;1,2800;0,7060;1,7933;0,3069;1,0676;35,6483;2,4000;0,4000;0,5000
179;26;1,2800;0,7060;1,7933;0,3069;1,0676;35,6483;2,4000;0,4000;0,5000
180;26;1,2800;0,7060;1,7933;0,3069;1,0676;35,6483;2,4000;0,4000;0,5000
181;26;1,2800;0,7060;1,7933;0,3069;1,0676;35,6483;2,4000;0,4000;0,5000
182;26;1,2800;0,7060;1,7933;0,3069;1,0676;35,6483;2,4000;0,4000;0,5000
183;27;1,2800;0,7060;1,7933;0,3069;1,0676;35,6483;2,4000;0,4000;0,5000
184;27;1,2800;0,7060;1,7933;0,3069;1,0676;35,6483;2,4000;0,4000;0,5000
185;27;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
186;27;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
187;27;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
188;27;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
189;27;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
190;28;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
191;28;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
192;28;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
193;28;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
194;28;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
195;28;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
196;28;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
197;29;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
198;29;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
199;29;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
200;29;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
201;29;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
202;29;1,1200;0,7060;1,7933;0,3069;1,0676;35,6483;2,1000;0,4000;0,5000
