Giorni Dopo Semina;Settimana;N;P2O5;K2O;MgO;CaO;B Grammi/Ha;Rapporto N:K N/(K2O/3.36);Rapporto Ca:Mg (1:0.5-0.25) (CaO/1.39)/MgO;Rapporto K:Ca (0.35-1:1) (CaO/1.19)/K2O
93;14;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
94;14;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
95;14;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
96;14;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
97;14;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
98;14;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
99;15;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
100;15;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
101;15;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
102;15;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
103;15;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
104;15;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
105;15;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
106;16;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
107;16;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
108;16;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
109;16;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
110;16;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
111;16;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
112;16;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
113;17;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
114;17;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
115;17;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
116;17;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
117;17;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
118;17;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
119;17;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
120;18;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
121;18;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
122;18;2,2544;1,5453;5,0537;0,8649;3,0086;35,6483;1,5000;0,4000;0,5000
