Giorni Dopo Semina;Settimana;N;P2O5;K2O;MgO;CaO;B Grammi/Ha;Rapporto N:K N/(K2O/3.36);Rapporto Ca:Mg (1:0.5-0.25) (CaO/1.39)/MgO;Rapporto K:Ca (0.35-1:1) (CaO/1.19)/K2O
129;19;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
130;19;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
131;19;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
132;19;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
133;19;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
134;20;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
135;20;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
136;20;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
137;20;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
138;20;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
139;20;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
140;20;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
141;21;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
142;21;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
143;21;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
144;21;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
145;21;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
146;21;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
147;21;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
148;22;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
149;22;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
150;22;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
151;22;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
152;22;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
153;22;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
154;22;5,6293;4,3513;10,9513;1,8743;6,5196;35,6483;1,7285;0,4000;0,5000
