Giorni Dopo Semina;Settimana;N;P2O5;K2O;MgO;CaO;B Grammi/Ha;Rapporto N:K N/(K2O/3.36);Rapporto Ca:Mg (1:0.5-0.25) (CaO/1.39)/MgO;Rapporto K:Ca (0.35-1:1) (CaO/1.19)/K2O
63;9;5,8836;3,5883;10,9483;1,8738;6,5178;29,5372;1,8070;0,4000;0,5000
64;10;5,8836;3,5883;10,9483;1,8738;6,5178;29,5372;1,8070;0,4000;0,5000
65;10;5,8836;3,5883;10,9483;1,8738;6,5178;29,5372;1,8070;0,4000;0,5000
66;10;6,3650;3,0446;13,9342;2,3849;8,2954;29,5372;1,5360;0,4000;0,5000
67;10;6,3650;3,0446;13,9342;2,3849;8,2954;29,5372;1,5360;0,4000;0,5000
68;10;6,3650;3,0446;13,9342;2,3849;8,2954;29,5372;1,5360;0,4000;0,5000
69;10;6,3650;3,0446;13,9342;2,3849;8,2954;29,5372;1,5360;0,4000;0,5000
70;10;6,3650;3,0446;13,9342;2,3849;8,2954;29,5372;1,5360;0,4000;0,5000
71;11;6,3650;3,0446;13,9342;2,3849;8,2954;29,5372;1,5360;0,4000;0,5000
72;11;6,3650;3,0446;13,9342;2,3849;8,2954;29,5372;1,5360;0,4000;0,5000
73;11;6,3650;3,0446;13,9342;2,3849;8,2954;29,5372;1,5360;0,4000;0,5000
74;11;6,3650;3,0446;13,9342;2,3849;8,2954;29,5372;1,5360;0,4000;0,5000
75;11;6,3650;3,0446;13,9342;2,3849;8,2954;29,5372;1,5360;0,4000;0,5000
76;11;6,3650;3,0446;13,9342;2,3849;8,2954;29,5372;1,5360;0,4000;0,5000
77;11;6,3650;3,0446;13,9342;2,3849;8,2954;29,5372;1,5360;0,4000;0,5000
78;12;6,3650;3,0446;13,9342;2,3849;8,2954;29,5372;1,5360;0,4000;0,5000
79;12;6,3650;3,0446;13,9342;2,3849;8,2954;29,5372;1,5360;0,4000;0,5000
80;12;6,3650;3,0446;13,9342;2,3849;8,2954;29,5372;1,5360;0,4000;0,5000
81;12;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
82;12;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
83;12;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
84;12;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
85;13;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
86;13;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
87;13;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
88;13;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
89;13;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
90;13;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
91;13;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
92;14;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
93;14;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
94;14;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
95;14;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
96;14;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
97;14;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
98;14;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
99;15;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
100;15;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
101;15;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
102;15;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
103;15;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
104;15;6,3650;3,6970;13,9342;2,3849;8,2954;35,6483;1,5360;0,4000;0,5000
