Cod Prodotto;Des Prodotto;Cod Uso Varieta;Des Uso Varieta;CODI_OCCU;CODI_DEST_USO;CODI_USO;CODI_QUAL;DESC_OCCU;DEST_USO;DESC_USO;DESC_QUAL
787;MURETTI TRADIZIONALI;S01;SISTEMI LINEARI;787;114;000;040;MURETTI TRADIZIONALI;SISTEMI LINEARI;;INCLUSO/ADIACENTE AL  PRATO PERMANENTE
787;MURETTI TRADIZIONALI;S02;SISTEMI LINEARI;787;114;000;041;MURETTI TRADIZIONALI;SISTEMI LINEARI;;INCLUSO/ADIACENTE ALLA  COLTURA PERMANENTE
787;MURETTI TRADIZIONALI;S03;SISTEMI LINEARI CREATI EX NOVO SUI SEMINATIVI;;;;;;;;
788;SIEPI E FASCE ALBERATE;000;;788;000;000;000;SIEPI E FASCE ALBERATE;;;
788;SIEPI E FASCE ALBERATE;114;SISTEMI LINEARI;788;114;000;038;SIEPI E FASCE ALBERATE;SISTEMI LINEARI;;INCLUSO/ADIACENTE AL  SEMINATIVO
788;SIEPI E FASCE ALBERATE;S01;SISTEMI LINEARI;788;114;000;040;SIEPI E FASCE ALBERATE;SISTEMI LINEARI;;INCLUSO/ADIACENTE AL  PRATO PERMANENTE
788;SIEPI E FASCE ALBERATE;S02;SISTEMI LINEARI;788;114;000;041;SIEPI E FASCE ALBERATE;SISTEMI LINEARI;;INCLUSO/ADIACENTE ALLA  COLTURA PERMANENTE
788;SIEPI E FASCE ALBERATE;S03;SISTEMI LINEARI;788;114;044;038;SIEPI E FASCE ALBERATE;SISTEMI LINEARI;BARRIERE SCHERMANTI;INCLUSO/ADIACENTE AL  SEMINATIVO
788;SIEPI E FASCE ALBERATE;S04;SISTEMI LINEARI;788;114;044;040;SIEPI E FASCE ALBERATE;SISTEMI LINEARI;BARRIERE SCHERMANTI;INCLUSO/ADIACENTE AL  PRATO PERMANENTE
788;SIEPI E FASCE ALBERATE;S05;SISTEMI LINEARI;788;114;044;041;SIEPI E FASCE ALBERATE;SISTEMI LINEARI;BARRIERE SCHERMANTI;INCLUSO/ADIACENTE ALLA  COLTURA PERMANENTE
788;SIEPI E FASCE ALBERATE;S06;SISTEMI LINEARI;788;114;045;038;SIEPI E FASCE ALBERATE;SISTEMI LINEARI;SIEPI FRANGIVENTO;INCLUSO/ADIACENTE AL  SEMINATIVO
788;SIEPI E FASCE ALBERATE;S07;SISTEMI LINEARI;788;114;045;040;SIEPI E FASCE ALBERATE;SISTEMI LINEARI;SIEPI FRANGIVENTO;INCLUSO/ADIACENTE AL  PRATO PERMANENTE
788;SIEPI E FASCE ALBERATE;S08;SISTEMI LINEARI;788;114;045;041;SIEPI E FASCE ALBERATE;SISTEMI LINEARI;SIEPI FRANGIVENTO;INCLUSO/ADIACENTE ALLA  COLTURA PERMANENTE
788;SIEPI E FASCE ALBERATE;S09;SISTEMI LINEARI;788;114;046;038;SIEPI E FASCE ALBERATE;SISTEMI LINEARI;RECINZIONI VIVE PER NEVE;INCLUSO/ADIACENTE AL  SEMINATIVO
788;SIEPI E FASCE ALBERATE;S10;SISTEMI LINEARI;788;114;046;040;SIEPI E FASCE ALBERATE;SISTEMI LINEARI;RECINZIONI VIVE PER NEVE;INCLUSO/ADIACENTE AL  PRATO PERMANENTE
788;SIEPI E FASCE ALBERATE;S11;SISTEMI LINEARI;788;114;046;041;SIEPI E FASCE ALBERATE;SISTEMI LINEARI;RECINZIONI VIVE PER NEVE;INCLUSO/ADIACENTE ALLA  COLTURA PERMANENTE
788;SIEPI E FASCE ALBERATE;S12;SISTEMI LINEARI CREATI EX NOVO SUI SEMINATIVI;788;445;000;038;SIEPI E FASCE ALBERATE;SISTEMI LINEARI CREATI EX NOVO SUI SEMINATIVI;;INCLUSO/ADIACENTE ALá SEMINATIVO
788;SIEPI E FASCE ALBERATE;S13;SISTEMI LINEARI CREATI EX NOVO SUI SEMINATIVI;;;;;;;;
788;SIEPI E FASCE ALBERATE;S14;SISTEMI LINEARI CREATI EX NOVO SUI SEMINATIVI;;;;;;;;
788;SIEPI E FASCE ALBERATE;S15;SISTEMI LINEARI CREATI EX NOVO SUI SEMINATIVI;;;;;;;;
789;MARGINI DEI CAMPI;000;;789;000;000;000;MARGINI (BORDI) DEI CAMPI;;;
789;MARGINI (BORDI) DEI CAMPI;114;SISTEMI LINEARI;789;114;000;038;MARGINI (BORDI) DEI CAMPI;SISTEMI LINEARI;;INCLUSO/ADIACENTE AL  SEMINATIVO
789;MARGINI (BORDI) DEI CAMPI;122;SISTEMI LINEARI - INCLUSO/ADIACENTE AL  PRATO PERMANENTE;789;114;000;040;MARGINI (BORDI) DEI CAMPI;SISTEMI LINEARI;;INCLUSO/ADIACENTE AL  PRATO PERMANENTE
789;MARGINI (BORDI) DEI CAMPI;123;SISTEMI LINEARI;789;114;000;041;MARGINI (BORDI) DEI CAMPI;SISTEMI LINEARI;;INCLUSO/ADIACENTE ALLA  COLTURA PERMANENTE
791;FASCE TAMPONE RIPARIALI;000;;791;000;000;000;FASCE TAMPONE RIPARIALI;;;
791;FASCE TAMPONE RIPARIALI;114;SISTEMI LINEARI;791;114;040;038;FASCE TAMPONE RIPARIALI;SISTEMI LINEARI;ERBACEE;INCLUSO/ADIACENTE AL  SEMINATIVO
791;FASCE TAMPONE RIPARIALI;136;SISTEMI LINEARI - ERBACEE - INCLUSO/ADIACENTE AL  PRATO PERMANENTE;791;114;040;040;FASCE TAMPONE RIPARIALI;SISTEMI LINEARI;ERBACEE;INCLUSO/ADIACENTE AL  PRATO PERMANENTE
791;FASCE TAMPONE RIPARIALI;137;SISTEMI LINEARI - ARBOREE E ARBUSTIVE - INCLUSO/ADIACENTE AL  PRATO PERMANENTE;791;114;041;040;FASCE TAMPONE RIPARIALI;SISTEMI LINEARI;ARBOREE E ARBUSTIVE;INCLUSO/ADIACENTE AL  PRATO PERMANENTE
791;FASCE TAMPONE RIPARIALI;142;SISTEMI LINEARI - ERBACEE - INCLUSO/ADIACENTE ALLA COLTURA PERMANENTE;791;114;040;041;FASCE TAMPONE RIPARIALI;SISTEMI LINEARI;ERBACEE;INCLUSO/ADIACENTE ALLA COLTURA PERMANENTE
791;FASCE TAMPONE RIPARIALI;143;SISTEMI LINEARI - ARBOREE E ARBUSTIVE - INCLUSO/ADIACENTE ALLA COLTURA PERMANENTE;791;114;041;041;FASCE TAMPONE RIPARIALI;SISTEMI LINEARI;ARBOREE E ARBUSTIVE;INCLUSO/ADIACENTE ALLA COLTURA PERMANENTE
791;FASCE TAMPONE RIPARIALI;S01;SISTEMI LINEARI;791;114;041;038;FASCE TAMPONE RIPARIALI;SISTEMI LINEARI;ARBOREE E ARBUSTIVE;INCLUSO/ADIACENTE AL  SEMINATIVO
792;FASCE TAMPONE NON RIPARIALI;001;SOLCHI INERBITI;792;000;038;000;FASCE TAMPONE NON RIPARIALI;;SOLCHI INERBITI;
792;FASCE TAMPONE NON RIPARIALI;002;STRISCE FILTRO;792;000;039;000;FASCE TAMPONE NON RIPARIALI;;STRISCE FILTRO;
792;FASCE TAMPONE NON RIPARIALI;003;ERBACEE;792;000;040;000;FASCE TAMPONE NON RIPARIALI;;ERBACEE;
792;FASCE TAMPONE NON RIPARIALI;004;ARBOREE E ARBUSTIVE;792;000;041;000;FASCE TAMPONE NON RIPARIALI;;ARBOREE E ARBUSTIVE;
792;FASCE TAMPONE NON RIPARIALI;114;SISTEMI LINEARI;792;114;042;038;FASCE TAMPONE NON RIPARIALI;SISTEMI LINEARI;STRISCE LUNGO I BORDI FORESTALI SENZA PRODUZIONE;INCLUSO/ADIACENTE AL  SEMINATIVO
792;FASCE TAMPONE NON RIPARIALI;138;SISTEMI LINEARI - STRISCE LUNGO I BORDI FORESTALI SENZA PRODUZIONE - INCLUSO/ADIACENTE AL  PRATO PERMANENTE;792;114;042;040;FASCE TAMPONE NON RIPARIALI;SISTEMI LINEARI;STRISCE LUNGO I BORDI FORESTALI SENZA PRODUZIONE;INCLUSO/ADIACENTE AL  PRATO PERMANENTE
792;FASCE TAMPONE NON RIPARIALI;139;SISTEMI LINEARI - STRISCE LUNGO I BORDI FORESTALI CON PRODUZIONE - INCLUSO/ADIACENTE AL  PRATO PERMANENTE;792;114;043;040;FASCE TAMPONE NON RIPARIALI;SISTEMI LINEARI;STRISCE LUNGO I BORDI FORESTALI CON PRODUZIONE;INCLUSO/ADIACENTE AL  PRATO PERMANENTE
792;FASCE TAMPONE NON RIPARIALI;140;SISTEMI LINEARI - STRISCE LUNGO I BORDI FORESTALI SENZA PRODUZIONE - INCLUSO/ADIACENTE ALLA COLTURA PERMANENTE;792;114;042;041;FASCE TAMPONE NON RIPARIALI;SISTEMI LINEARI;STRISCE LUNGO I BORDI FORESTALI SENZA PRODUZIONE;INCLUSO/ADIACENTE ALLA COLTURA PERMANENTE
792;FASCE TAMPONE NON RIPARIALI;141;SISTEMI LINEARI - STRISCE LUNGO I BORDI FORESTALI CON PRODUZIONE - INCLUSO/ADIACENTE ALLA COLTURA PERMANENTE;792;114;043;041;FASCE TAMPONE NON RIPARIALI;SISTEMI LINEARI;STRISCE LUNGO I BORDI FORESTALI CON PRODUZIONE;INCLUSO/ADIACENTE ALLA COLTURA PERMANENTE
792;FASCE TAMPONE NON RIPARIALI;S01;SISTEMI LINEARI;792;114;043;038;FASCE TAMPONE NON RIPARIALI;SISTEMI LINEARI;STRISCE LUNGO I BORDI FORESTALI CON PRODUZIONE;INCLUSO/ADIACENTE AL  SEMINATIVO
793;ALBERI ISOLATI;000;;793;000;000;000;ALBERI ISOLATI;;;
793;ALBERI ISOLATI;114;SISTEMI LINEARI;793;114;000;038;ALBERI ISOLATI;SISTEMI LINEARI;;INCLUSO/ADIACENTE AL  SEMINATIVO
793;ALBERI ISOLATI;S01;SISTEMI LINEARI;793;114;000;040;ALBERI ISOLATI;SISTEMI LINEARI;;INCLUSO/ADIACENTE AL  PRATO PERMANENTE
793;ALBERI ISOLATI;S02;SISTEMI LINEARI;793;114;000;041;ALBERI ISOLATI;SISTEMI LINEARI;;INCLUSO/ADIACENTE ALLA  COLTURA PERMANENTE
793;ALBERI ISOLATI;S03;SISTEMI LINEARI CREATI EX NOVO SUI SEMINATIVI;;;;;;;;
800;ERBAIO DI LEGUMINOSE;050;ANNUALE - NON PERMANENTE;800;002;050;043;ERBAIO;DA FORAGGIO;ANNUALE - NON PERMANENTE;DI LEGUMINOSE
801;PESCA DA TAVOLA;000;VARIETA' GENERICA;801;005;000;000;PESCO;DA MENSA;;
801;PESCA DA TAVOLA;059;IN FASE DI PIANTUMAZIONE;801;005;059;000;PESCO;DA MENSA;IN FASE DI PIANTUMAZIONE;
801;PESCO;063;DA MENSA - VARIETA' PRECOCI;801;005;000;063;PESCO;DA MENSA;;VARIETA' PRECOCI
802;PERO;000;;189;000;000;000;PERO;;;
803;PESCA DA TRASFORMAZIONE;000;;801;003;000;000;PESCO;DA INDUSTRIA;;
803;PESCA DA TRASFORMAZIONE;059;IN FASE DI PIANTUMAZIONE;801;003;059;000;PESCO;DA INDUSTRIA;IN FASE DI PIANTUMAZIONE;
804;PESCA NETTARINA;000;VARIETA' GENERICA;804;000;000;000;PESCO NETTARINA;;;
804;PESCA NETTARINA;059;IN FASE DI PIANTUMAZIONE;804;000;059;000;PESCO NETTARINA;;IN FASE DI PIANTUMAZIONE;
804;PESCO NETTARINA;063;VARIETA' PRECOCI;804;000;000;063;PESCO NETTARINA;;;VARIETA' PRECOCI
826;PINO DOMESTICO;000;;826;000;000;000;PINO DOMESTICO;;;
826;PINO DOMESTICO;049;MICORRIZATO;826;000;000;049;PINO DOMESTICO;;;MICORRIZATO
831;ACTINIDIA (KIWI);059;IN FASE DI PIANTUMAZIONE;831;000;059;000;ACTINIDIA (KIWI);;IN FASE DI PIANTUMAZIONE;
831;ACTINIDIA (KIWI);062;BABY;831;000;000;062;ACTINIDIA (KIWI);;;BABY
831;ACTINIDIA (KIWI);072;POLPA VERDE;831;000;000;059;ACTINIDIA (KIWI);;;POLPA VERDE
831;ACTINIDIA (KIWI);073;POLPA GIALLA;831;000;000;060;ACTINIDIA (KIWI);;;POLPA GIALLA
831;ACTINIDIA (KIWI);074;POLPA ROSSA;831;000;000;061;ACTINIDIA (KIWI);;;POLPA ROSSA
840;SULLA - DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;840;002;053;043;SULLA;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI LEGUMINOSE
840;SULLA - DA FORAGGIO;054;PRATO PASCOLO IN PUREZZA AVVICENDATO  - NON PERMANENTE;840;002;054;043;SULLA;DA FORAGGIO;PRATO PASCOLO IN PUREZZA AVVICENDATO  - NON PERMANENTE;DI LEGUMINOSE
840;SULLA - DA FORAGGIO;055;PRATO PASCOLO IN PUREZZA  NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;840;002;055;043;SULLA;DA FORAGGIO;PRATO PASCOLO IN PUREZZA  NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;DI LEGUMINOSE
842;RICINO;000;VARIETA' GENERICA;842;000;000;000;RICINO;;;
842;RICINO;500;USO ENERGETICO;842;000;000;022;RICINO;;;ENERGETICO
846;CANAPA PER LA PRODUZIONE DI SEME (SP. CANNABIS SATIVA L.);000;;056;008;000;000;CANAPA;DA SEME;;
846;CANAPA PER LA PRODUZIONE DI SEME (SP. CANNABIS SATIVA L.);016;DA INFIORESCENZA;056;016;000;000;CANAPA;DA INFIORESCENZA;;
849;UVA DA MENSA;000;VARIETA' GENERICA;410;005;000;000;VITE;DA MENSA;;
862;FIENO GRECO da granella;000;;862;011;000;000;FIENO GRECO;FAVE, SEMI, GRANELLA;;
862;FIENO GRECO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;862;002;053;043;FIENO GRECO;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI LEGUMINOSE
862;FIENO GRECO;054;PRATO PASCOLO IN PUREZZA AVVICENDATO  - NON PERMANENTE;862;002;054;043;FIENO GRECO;DA FORAGGIO;PRATO PASCOLO IN PUREZZA AVVICENDATO  - NON PERMANENTE;DI LEGUMINOSE
862;FIENO GRECO;055;PRATO PASCOLO IN PUREZZA  NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;862;002;055;043;FIENO GRECO;DA FORAGGIO;PRATO PASCOLO IN PUREZZA  NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;DI LEGUMINOSE
870;ORZO;000;VARIETA' GENERICA;870;011;000;000;ORZO;FAVE, SEMI, GRANELLA;;
870;ORZO;500;USO ENERGETICO;870;011;000;022;ORZO;FAVE, SEMI, GRANELLA;;ENERGETICO
871;ORZO - DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;870;002;053;045;ORZO;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI GRAMINACEE
871;ORZO - DA FORAGGIO;500;USO ENERGETICO;870;002;000;022;ORZO;DA FORAGGIO;;ENERGETICO
879;RABARBARO;000;VARIETA' GENERICA;879;007;000;000;RABARBARO;DA ORTO;;
895;PERE DA TRASFORMAZIONE;000;;189;003;000;000;PERO;DA INDUSTRIA;;
896;MELE DA TRASFORMAZIONE;000;;044;003;000;000;MELO;DA INDUSTRIA;;
897;ERBAIO DI GRAMINACEE;050;ANNUALE - NON PERMANENTE;800;002;050;045;ERBAIO;DA FORAGGIO;ANNUALE - NON PERMANENTE;DI GRAMINACEE
898;PRATO PASCOLO DI GRAMINACEE;051;AVVICENDATO - NON PERMANENTE;899;002;051;045;PRATO PASCOLO;DA FORAGGIO;AVVICENDATO - NON PERMANENTE;DI GRAMINACEE
898;PRATO PASCOLO DI GRAMINACEE;052;NON AVVICENDATO PER ALMENO 5 ANNI (SFALCIATO) - PERMANENTE;899;002;052;045;PRATO PASCOLO;DA FORAGGIO;NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;DI GRAMINACEE
901;AGLIO;000;VARIETA' GENERICA;113;007;000;000;AGLIO;DA ORTO;;
902;ASPARAGO;000;VARIETA' GENERICA;902;007;000;000;ASPARAGO;DA ORTO;;
902;ASPARAGO;001;FRONDE VERDI;902;010;027;000;ASPARAGO;DA VIVAIO;FRONDE VERDI;
903;BASILICO;000;VARIETA' GENERICA;903;007;000;000;BASILICO;DA ORTO;;
904;BIETOLA;000;VARIETA' GENERICA;024;007;000;000;BIETOLA (Compresa  la CHELTENHAM BEET, BARBABIETOLA ROSSA/BIETOLA DA COSTA);DA ORTO;;
904;BIETOLA (Compresa  la CHELTENHAM BEET, BARBABIETOLA ROSSA/BIETOLA DA COSTA);194;RAPA ROSSA;024;007;000;194;BIETOLA (Compresa  la CHELTENHAM BEET, BARBABIETOLA ROSSA/BIETOLA DA COSTA);DA ORTO;;RAPA ROSSA
904;BIETOLA (Compresa  la CHELTENHAM BEET, BARBABIETOLA ROSSA/BIETOLA DA COSTA);195;BIETOLA DA COSTA;024;007;000;195;BIETOLA (Compresa  la CHELTENHAM BEET, BARBABIETOLA ROSSA/BIETOLA DA COSTA);DA ORTO;;BIETOLA DA COSTA
905;BIETOLA (Compresa  la CHELTENHAM BEET, BARBABIETOLA ROSSA/BIETOLA DA COSTA)DA ORTO PER LA PRODUZIONE DI SEME;000;;024;008;000;000;BIETOLA (Compresa  la CHELTENHAM BEET, BARBABIETOLA ROSSA/BIETOLA DA COSTA);DA SEME;;
905;BIETOLA (Compresa  la CHELTENHAM BEET, BARBABIETOLA ROSSA/BIETOLA DA COSTA)DA ORTO PER LA PRODUZIONE DI SEME;194;RAPA ROSSA;024;008;000;194;BIETOLA (Compresa  la CHELTENHAM BEET, BARBABIETOLA ROSSA/BIETOLA DA COSTA);DA SEME;;RAPA ROSSA
905;BIETOLA (Compresa  la CHELTENHAM BEET, BARBABIETOLA ROSSA/BIETOLA DA COSTA)DA ORTO PER LA PRODUZIONE DI SEME;195;BIETOLA DA COSTA;024;008;000;195;BIETOLA (Compresa  la CHELTENHAM BEET, BARBABIETOLA ROSSA/BIETOLA DA COSTA);DA SEME;;BIETOLA DA COSTA
906;BARBABIETOLA DA ZUCCHERO PER LA PRODUZIONE DI SEME;000;;240;008;000;025;BARBABIETOLA - RAPA ROSSA/BIETOLA DA COSTA;DA SEME;;DA ZUCCHERO
907;BARBABIETOLA DA ORTO PER LA PRODUZIONE DI SEME;000;;240;008;000;024;BARBABIETOLA - RAPA ROSSA/BIETOLA DA COSTA;DA SEME;;DA ORTO
908;BARBABIETOLA - DA FORAGGIO PER LA PRODUZIONE DI SEME;000;;240;008;000;023;BARBABIETOLA - RAPA ROSSA/BIETOLA DA COSTA;DA SEME;;DA FORAGGIO
910;CARDI;000;VARIETA' GENERICA;910;007;000;000;CARDI;DA ORTO;;
911;CAROTA;000;VARIETA' GENERICA;027;007;000;000;CAROTA;DA ORTO;;
912;CAROTA IBRIDA PER LA PRODUZIONE DI SEME;000;;027;008;000;029;CAROTA;DA SEME;;IBRIDI
913;CAROTA PER LA PRODUZIONE DI SEME;000;;027;008;000;000;CAROTA;DA SEME;;
914;CAVOLO;000;VARIETA' GENERICA;028;007;000;000;CAVOLO;DA ORTO;;
915;CAVOLO PER LA PRODUZIONE DI SEME;000;;028;008;000;000;CAVOLO;DA SEME;;
916;CAVOLO IBRIDO PER LA PRODUZIONE DI SEME;000;;028;008;000;029;CAVOLO;DA SEME;;IBRIDI
917;CETRIOLO;000;VARIETA' GENERICA;917;007;000;000;CETRIOLO;DA ORTO;;
918;CETRIOLO PER LA PRODUZIONE DI SEME;000;;917;008;000;000;CETRIOLO;DA SEME;;
919;CICORIA;000;VARIETA' GENERICA;919;007;000;000;CICORIA;DA ORTO;;
920;CICORIA PER LA PRODUZIONE DI SEME;000;;919;008;000;000;CICORIA;DA SEME;;
921;CIPOLLA;000;VARIETA' GENERICA;921;007;000;000;CIPOLLA ANCHE DI TIPO LUNGO (echalion);DA ORTO;;
922;CIPOLLA PER LA PRODUZIONE DI SEME;000;;921;008;000;000;CIPOLLA ANCHE DI TIPO LUNGO (echalion);DA SEME;;
923;CIPOLLA IBRIDA PER LA PRODUZIONE DI SEME;000;;921;008;000;029;CIPOLLA ANCHE DI TIPO LUNGO (echalion);DA SEME;;IBRIDI
924;COCOMERO;000;VARIETA' GENERICA;924;000;000;000;COCOMERO;;;
924;COCOMERO;190;ANGURIA MINI;924;000;000;190;COCOMERO;;;ANGURIA MINI
925;FAGIOLINO;000;VARIETA' GENERICA;121;000;000;000;FAGIOLINO;;;
925;FAGIOLINO;003;DA INDUSTRIA;121;003;000;000;FAGIOLINO;DA INDUSTRIA;;
926;FINOCCHIO;000;VARIETA' GENERICA;926;007;000;000;FINOCCHIO;DA ORTO;;
927;FRAGOLA;000;VARIETA' GENERICA;927;000;000;000;FRAGOLA;;;
930;MELANZANA;000;VARIETA' GENERICA;129;007;000;000;MELANZANA;DA ORTO;;
931;MELONE;000;VARIETA' GENERICA;130;000;000;000;MELONE;;;
932;PEPERONE;000;VARIETA' GENERICA;932;007;000;000;PEPERONE;DA ORTO;;
933;PREZZEMOLO;000;VARIETA' GENERICA;933;007;000;000;PREZZEMOLO;DA ORTO;;
934;PREZZEMOLO PER LA PRODUZIONE DI SEME;000;;933;008;000;000;PREZZEMOLO;DA SEME;;
935;RADICCHIO;000;;935;007;000;000;RADICCHIO;DA ORTO;;
936;RAVANELLO;000;VARIETA' GENERICA;936;007;000;000;RAVANELLO;DA ORTO;;
938;SEDANO;000;VARIETA' GENERICA;145;007;000;000;SEDANO;DA ORTO;;
939;SPINACIO;000;VARIETA' GENERICA;939;007;000;000;SPINACIO;DA ORTO;;
940;ZUCCA;000;VARIETA' GENERICA;940;007;000;000;ZUCCA;DA ORTO;;
940;ZUCCA;191;DA ORTO - VARIETA'ORNAMENTALI;940;007;000;191;ZUCCA;DA ORTO;;VARIETA'ORNAMENTALI
941;ZUCCHINO;000;VARIETA' GENERICA;941;007;000;000;ZUCCHINO;DA ORTO;;
941;ZUCCHINO;023;DA ORTO - FIORE RECISO;941;007;023;000;ZUCCHINO;DA ORTO;FIORE RECISO;
942;CIPOLLINA;000;;942;007;000;000;ERBA CIPOLLINA;DA ORTO;;
951;TIMO;000;;951;000;000;000;TIMO;;;
952;ZAFFERANO;000;;952;000;000;000;ZAFFERANO;;;
952;ZAFFERANO;064;BULBI;952;000;064;000;ZAFFERANO;;BULBI;
954;CAVOLO RAPA - DA FORAGGIO;000;;954;002;000;000;CAVOLO RAPA;DA FORAGGIO;;
955;NAVONI RUTABAGA;000;VARIETA' GENERICA;091;000;000;000;NAVONI RUTABAGA;;;
956;SEDANO RAPA;000;;956;002;000;000;SEDANO RAPA;DA FORAGGIO;;
958;ANANASSI;000;;958;000;000;000;ANANASSI;;;
961;MELISSA;000;;961;000;000;000;MELISSA;;;
962;MENTA;000;;962;000;000;000;MENTA;;;
963;ORIGANO;000;;963;000;000;000;ORIGANO;;;
964;MAGGIORANA;000;;964;000;000;000;MAGGIORANA;;;
965;ROSMARINO;000;;965;000;000;000;ROSMARINO;;;
966;SALVIA;000;;966;000;000;000;SALVIA;;;
967;FRASSINO;000;;967;000;000;000;FRASSINO;;;
968;CAPPERO;000;;968;000;000;000;CAPPERO;;;
969;AZZERUOLO;000;;969;000;000;000;AZZERUOLO;;;
970;BROCCOLO;000;;970;007;000;000;CAVOLO BROCCOLO;DA ORTO;;
970;CAVOLO BROCCOLO;192;DA ORTO - ROMANESCO;970;007;000;192;CAVOLO BROCCOLO;DA ORTO;;ROMANESCO
971;ALCHECHENGI;000;;971;000;000;000;ALCHECHENGI;;;
972;BRASSICA CARINATA  (CAVOLO ABISSINO);000;;972;000;000;000;BRASSICA CARINATA  (CAVOLO ABISSINO);;;
973;ACACIA SALIGNA;000;;973;000;000;000;ACACIA SALIGNA;;;
993;COLTIVAZIONI ARBOREE SPECIALIZZATE;000;;651;000;000;000;COLTIVAZIONI ARBOREE SPECIALIZZATE;;;
994;ARBORETO CONSOCIABILE (CON COLTIVAZIONI ERBACEE);000;;655;000;000;000;ARBORETO CONSOCIABILE (CON COLTIVAZIONI ERBACEE);;;
995;MANUFATTI;000;;660;000;000;000;MANUFATTI;;;
996;COLTIVAZIONI ARBOREE PROMISCUE (PIU' SPECIE ARBOREE);000;;685;000;000;000;COLTIVAZIONI ARBOREE PROMISCUE (PIU' SPECIE ARBOREE);;;
997;SERRE FISSE;000;;557;000;000;000;SERRE;;;
998;CAMELINA o DORELLA  COLTIVATA;000;;998;011;000;000;CAMELINA o DORELLA  COLTIVATA;FAVE, SEMI, GRANELLA;;
998;CAMELINA o DORELLA  COLTIVATA;500;;998;011;000;022;CAMELINA o DORELLA  COLTIVATA;FAVE, SEMI, GRANELLA;;ENERGETICO
999;CAMELINA o DORELLA  COLTIVATA DA SEME;000;;998;008;000;000;CAMELINA o DORELLA  COLTIVATA;DA SEME;;
A00;FIENO GRECO da seme;000;;862;008;000;000;FIENO GRECO;DA SEME;;
A01;LENTISCO o  LENTISCHIO;000;;A01;000;000;000;LENTISCO o  LENTISCHIO;;;
A01;LENTISCO o  LENTISCHIO;017;DA VIVAIO - PERMANENTE;A01;010;000;000;LENTISCO o  LENTISCHIO;DA VIVAIO;;
A02;ARANCIO AMARO o MELANGOLO;000;;A02;000;000;000;ARANCIO AMARO o MELANGOLO;;;
A02;ARANCIO AMARO o MELANGOLO;059;IN FASE DI PIANTUMAZIONE;A02;000;059;000;ARANCIO AMARO o MELANGOLO;;IN FASE DI PIANTUMAZIONE;
A03;GELSOMINO;000;;A03;000;000;000;GELSOMINO;;;
A03;GELSOMINO;017;DA VIVAIO - PERMANENTE;A03;010;000;000;GELSOMINO;DA VIVAIO;;
A04;YACON (patata yacon o carota dolce);000;;A04;000;000;000;YACON (patata yacon o carota dolce);;;
A05;AREA A SEMINATIVO DEDICATA ALL'ELICICOLTURA;000;;A05;000;000;000;AREA A SEMINATIVO DEDICATA ALL'ELICICOLTURA;;;
A06;MISCUGLI DI COLTURE;000;;A06;000;000;051;MISCUGLI DI COLTURE;;;SPECIE MELLIFERE E POLLINIFERE
A06;MISCUGLI DI COLTURE;196;SPECIE MELLIFERE E POLLINIFERE CON PREVALENZA DI LEGUMINOSE;A06;000;000;196;MISCUGLI DI COLTURE;;;SPECIE MELLIFERE E POLLINIFERE DI SOLEá LEGUMINOSE
A07;BIRICOCCOLO SUSINCOCCO   - DA CONSERVAZIONE;000;;305;000;000;004;BIRICOCCOLO SUSINCOCCO;;;DA CONSERVAZIONE
A08;OLIVE DA OLIO - DA CONSERVAZIONE;000;;420;006;000;004;OLIVO;DA OLIO;;DA CONSERVAZIONE
A09;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;000;;A09;010;000;000;VIVAI DI ALBERI E ARBUSTI PER GIARDINI,PARCHI, STRADE E SCARPATE (COME PIANTE PER SIEPI,ROSAI,ALTRI ARBUSTI ORNAMENTALI CONIFERE ORNAMENTALI)COMPRESI I RELATIVI PORTAINNESTI E PIANTICELLE;DA VIVAIO;NON CATALOGABILE;NON QUALIFICATO
