Cod Prodotto;Des Prodotto;Cod Uso Varieta;Des Uso Varieta;CODI_OCCU;CODI_DEST_USO;CODI_USO;CODI_QUAL;DESC_OCCU;DEST_USO;DESC_USO;DESC_QUAL
463;PINO MUGO;000;;463;000;000;000;PINO MUGO;;;
464;GLICINE;000;;464;000;000;000;GLICINE;;;
464;GLICINE;017;DA VIVAIO - PERMANENTE;464;010;000;000;GLICINE;DA VIVAIO;;
465;KARCADE';000;;465;000;000;000;KARCADE';;;
466;UVA URSINA;000;;466;000;000;000;UVA URSINA;;;
466;UVA URSINA;017;DA VIVAIO - PERMANENTE;466;010;000;000;UVA URSINA;DA VIVAIO;;
467;ACHILLEA;000;;467;000;000;000;ACHILLEA;;;
468;CILIEGIO ACIDO (MARASCA,VISCIOLA,AMARENA);000;;468;000;000;000;CILIEGIO ACIDO (MARASCA,VISCIOLA,AMARENA);;;
468;CILIEGIO ACIDO (MARASCA,VISCIOLA,AMARENA);059;IN FASE DI PIANTUMAZIONE;468;000;059;000;CILIEGIO ACIDO (MARASCA,VISCIOLA,AMARENA);;IN FASE DI PIANTUMAZIONE;
469;OKRA o OCRA o GOMBO  PER LA PRODUZIONE DI SEME;000;;469;008;000;000;OKRA o OCRA o GOMBO;DA SEME;;
471;LOTO (KAKI);000;VARIETA' GENERICA;471;000;000;000;LOTO (KAKI)(compreso il caco mela);;;
471;LOTO (KAKI) (compreso il caco mela);059;IN FASE DI PIANTUMAZIONE;471;000;059;000;LOTO (KAKI)(compreso il caco mela);;IN FASE DI PIANTUMAZIONE;
472;FICO;000;VARIETA' GENERICA;472;000;000;000;FICO;;;
473;LAMPONE;000;VARIETA' GENERICA;473;000;000;000;LAMPONE;;;
474;MORE;000;VARIETA' GENERICA;474;000;000;000;MORE;;;
475;"MIRTILLI ROSSI, MIRTILLI NERI ED ALTRI FRUTTI DEL GENERE ""VACCINIUM""";000;VARIETA' GENERICA;475;000;000;000;"MIRTILLI ROSSI, MIRTILLI NERI ED ALTRI FRUTTI DEL GENERE ""VACCINIUM""";;;
476;NESPOLO;000;VARIETA' GENERICA;476;000;000;000;NESPOLO;;;
477;RIBES NERO;000;VARIETA' GENERICA;477;000;000;000;RIBES NERO;;;
480;RIBES BIANCO;000;;480;000;000;000;RIBES BIANCO (UVA SPINA);;;
481;RIBES ROSSO;000;;481;000;000;000;RIBES ROSSO;;;
482;OKRA o OCRA o GOMBO  DA ORTO;000;;469;007;000;000;OKRA o OCRA o GOMBO;DA ORTO;;
483;CENTELLA;000;;483;000;000;000;CENTELLA;;;
484;CRESCIONE DEI GIARDINI O CRESCIONE INGLESE;000;;484;000;000;000;CRESCIONE DEI GIARDINI O CRESCIONE INGLESE;;;
485;ALLORO;000;;485;000;000;000;ALLORO;;;
485;ALLORO;017;DA VIVAIO - PERMANENTE;485;010;000;000;ALLORO;DA VIVAIO;;
486;CRESCIONE DEI GIARDINI O CRESCIONE INGLESE PER LA PRODUZIONE DI SEME;000;;484;008;000;000;CRESCIONE DEI GIARDINI O CRESCIONE INGLESE;DA SEME;;
487;CANNA DA ZUCCHERO;000;;487;003;000;025;CANNA DA ZUCCHERO;DA INDUSTRIA;;DA ZUCCHERO
488;ECHINACEA PURPUREA;000;;488;000;000;000;ECHINACEA PURPUREA;;;
488;ECHINACEA PURPUREA;063;RADICI;488;000;063;000;ECHINACEA PURPUREA;;RADICI;
489;CIMICIFUGA;000;;489;000;000;000;CIMICIFUGA;;;
491;PIOPPI A ROTAZIONE RAPIDA;000;VARIETA' GENERICA;069;000;000;000;PIOPPO;;;
493;MANDORLO;058;FORESTALE;493;000;058;000;MANDORLO;;FORESTALE;
496;AMARANTO;000;;496;000;000;000;AMARANTO;;;
498;NASTURZIO;000;;498;000;000;000;NASTURZIO;;;
499;PRUGNOLO;000;;499;000;000;000;PRUGNOLO;;;
501;TARTUFO;000;;501;000;000;000;TARTUFO;;;
501;TARTUFO;058;USO FORESTALE;501;000;058;000;TARTUFO;;FORESTALE;
503;VIVAI ORTICOLI;000;;503;010;000;000;VIVAI ORTICOLI;DA VIVAIO;;
503;VIVAI ORTICOLI;171;PIANTE DI ZUCCHINE DA FIORE;503;000;000;171;VIVAI ORTICOLI;;;PIANTE DI ZUCCHINE DA FIORE
503;VIVAI ORTICOLI;172;PIANTE DI FRAGOLA;503;000;000;172;VIVAI ORTICOLI;;;PIANTE DI FRAGOLA
503;VIVAI ORTICOLI;173;DA VIVAIO - PIANTINE DA ORTO STANDARD;503;010;000;173;VIVAI ORTICOLI;DA VIVAIO;;PIANTINE DA ORTO STANDARD
503;VIVAI ORTICOLI;174;DA VIVAIO - PIANTINE DA ORTO IBRIDE;503;010;000;174;VIVAI ORTICOLI;DA VIVAIO;;PIANTINE DA ORTO IBRIDE
505;CAVE DA PIETRA;000;;505;000;000;000;CAVE DA PIETRA;;;
506;ROCCIA;000;;506;000;000;000;ROCCIA;;;
507;PIANTE AROMATICHE E MEDICINALI E SPEZIE;000;;507;000;000;000;PIANTE AROMATICHE E MEDICINALI E SPEZIE;;;
508;PORTULACA o PORCELLANA COMUNE;000;;508;000;000;000;PORTULACA o PORCELLANA COMUNE;;;
509;SOIA - DA ORTO;000;;004;007;000;000;SOIA;DA ORTO;;
510;SOIA PER LA PRODUZIONE DI SEME;000;;004;008;000;000;SOIA;DA SEME;;
511;AZALEA;000;;511;010;000;000;AZALEA;DA VIVAIO;;
511;AZALEA;001;;511;000;000;000;AZALEA;;;
511;AZALEA;007;COLTURA IN VASO - PIANTE FIORITE;511;010;029;000;AZALEA;DA VIVAIO;COLTURA IN VASO - PIANTE FIORITE;
512;FICUS BENJAMINA;000;;512;010;000;000;FICUS BENJAMINA;DA VIVAIO;;
512;FICUS BENJAMINA;001;;512;000;000;000;FICUS BENJAMINA;;;
512;FICUS BENJAMINA;006;COLTURA IN VASO - PIANTE VERDI;512;010;030;000;FICUS BENJAMINA;DA VIVAIO;COLTURA IN VASO - PIANTE VERDI;
513;DRACAENA (DRACENA);000;;513;010;000;000;DRACAENA (DRACENA);DA VIVAIO;;
513;DRACAENA (DRACENA);001;;513;000;000;000;DRACAENA (DRACENA);;;
513;DRACAENA (DRACENA);006;COLTURA IN VASO - PIANTE VERDI;513;010;030;000;DRACAENA (DRACENA);DA VIVAIO;COLTURA IN VASO - PIANTE VERDI;
514;ALBERI DA BOSCO A BREVE ROTAZIONE, CON UN PERIODO DI COLTIVAZIONE MASSIMO DI 20 ANNI;001;ARBORICOLTURA DA LEGNO A CICLO MEDIO LUNGO (> 15 ANNI);500;004;000;015;ARBORICOLTURA;DA LEGNO;;CICLO MEDIO LUNGO (TRA 15 E 20 ANNI)
514;ALBERI DA BOSCO A BREVE ROTAZIONE, CON UN PERIODO DI COLTIVAZIONE MASSIMO DI 20 ANNI;002;ARBORICOLTURA DA LEGNO A CICLO BREVE (< 15 ANNI);500;004;000;013;ARBORICOLTURA;DA LEGNO;;CICLO BREVE (FINO A 15 ANNI)
514;ALBERI DA BOSCO A BREVE ROTAZIONE, CON UN PERIODO DI COLTIVAZIONE MASSIMO DI 20 ANNI;003;CEDUI A CICLO BREVE (1-2 ANNI) E MEDIO (4-6 ANNI) CON DURATA COMUNQUE < 15 ANNI;500;004;000;014;ARBORICOLTURA;DA LEGNO;;CEDUI A CICLO BREVISSSIMO (1-2 ANNI) E BREVE (4-6 ANNI) CON DURATA COMUNQUE < 15 ANNI
515;YUCCA (ALBERO DI GIOSUE');000;;515;010;000;000;YUCCA (ALBERO DI GIOSUE');DA VIVAIO;;
515;YUCCA (ALBERO DI GIOSUE');001;;515;000;000;000;YUCCA (ALBERO DI GIOSUE');;;
515;YUCCA (ALBERO DI GIOSUE');007;COLTURA IN VASO - PIANTE FIORITE;515;010;029;000;YUCCA (ALBERO DI GIOSUE');DA VIVAIO;COLTURA IN VASO - PIANTE FIORITE;
521;HOYA;000;;521;010;000;000;HOYA;DA VIVAIO;;
521;HOYA;001;;521;000;000;000;HOYA;;;
521;HOYA;007;COLTURA IN VASO - PIANTE FIORITE;521;010;029;000;HOYA;DA VIVAIO;COLTURA IN VASO - PIANTE FIORITE;
524;CAMELIA;001;;524;000;000;000;CAMELIA;;;
525;PRIMULA;000;;525;010;000;000;PRIMULA;DA VIVAIO;;
525;PRIMULA;002;;525;000;000;000;PRIMULA;;;
525;PRIMULA;007;COLTURA IN VASO - PIANTE FIORITE;525;010;029;000;PRIMULA;DA VIVAIO;COLTURA IN VASO - PIANTE FIORITE;
526;CISSUS;000;;526;010;000;000;CISSUS;DA VIVAIO;;
526;CISSUS;001;;526;000;000;000;CISSUS;;;
526;CISSUS;007;COLTURA IN VASO - PIANTE FIORITE;526;010;029;000;CISSUS;DA VIVAIO;COLTURA IN VASO - PIANTE FIORITE;
529;IMPATIENS;000;;529;010;000;000;IMPATIENS;DA VIVAIO;;
529;IMPATIENS;001;;529;000;000;000;IMPATIENS;;;
529;IMPATIENS;002;FRONDE FIORITE;529;010;026;000;IMPATIENS;DA VIVAIO;FRONDE FIORITE;
532;SAINTPAULIA;000;;532;010;000;000;SAINTPAULIA;DA VIVAIO;;
532;SAINTPAULIA;001;;532;000;000;000;SAINTPAULIA;;;
532;SAINTPAULIA;007;COLTURA IN VASO - PIANTE FIORITE;532;010;029;000;SAINTPAULIA;DA VIVAIO;COLTURA IN VASO - PIANTE FIORITE;
533;AVENA - DA GRANELLA;000;VARIETA' GENERICA;533;011;000;000;AVENA;FAVE, SEMI, GRANELLA;;
533;AVENA - DA GRANELLA;500;USO ENERGETICO;533;011;000;022;AVENA;FAVE, SEMI, GRANELLA;;ENERGETICO
534;CICLAMINO;000;;534;010;000;000;CICLAMINO;DA VIVAIO;;
534;CICLAMINO;001;;534;000;000;000;CICLAMINO;;;
534;CICLAMINO;007;COLTURA IN VASO - PIANTE FIORITE;534;010;029;000;CICLAMINO;DA VIVAIO;COLTURA IN VASO - PIANTE FIORITE;
535;GERANIO;000;;535;010;000;000;GERANIO;DA VIVAIO;;
535;GERANIO;001;;535;000;000;000;GERANIO;;;
535;GERANIO;007;COLTURA IN VASO - PIANTE FIORITE;535;010;029;000;GERANIO;DA VIVAIO;COLTURA IN VASO - PIANTE FIORITE;
536;BEGONIA;000;;536;010;000;000;BEGONIA;DA VIVAIO;;
536;BEGONIA;001;;536;000;000;000;BEGONIA;;;
536;BEGONIA;007;COLTURA IN VASO - PIANTE FIORITE;536;010;029;000;BEGONIA;DA VIVAIO;COLTURA IN VASO - PIANTE FIORITE;
537;AVENA - DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;533;002;053;045;AVENA;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI GRAMINACEE
537;AVENA - DA FORAGGIO;500;USO ENERGETICO;533;002;000;022;AVENA;DA FORAGGIO;;ENERGETICO
538;KALANCHOE;000;;538;010;000;000;KALANCHOE;DA VIVAIO;;
538;KALANCHOE;001;;538;000;000;000;KALANCHOE;;;
538;KALANCHOE;007;COLTURA IN VASO - PIANTE FIORITE;538;010;029;000;KALANCHOE;DA VIVAIO;COLTURA IN VASO - PIANTE FIORITE;
539;CARTAMO;000;VARIETA' GENERICA;539;000;000;000;CARTAMO;;;
540;GYPSOPHILA;000;;540;010;000;000;GYPSOPHILA;DA VIVAIO;;
540;GYPSOPHILA;001;;540;000;000;000;GYPSOPHILA;;;
540;GYPSOPHILA;002;FRONDE FIORITE;540;010;026;000;GYPSOPHILA;DA VIVAIO;FRONDE FIORITE;
541;MIZUNA O BRASSICA RAPA;000;;541;007;000;000;MIZUNA O BRASSICA RAPA;DA ORTO;;
542;CASTAGNO;000;VARIETA' GENERICA;492;005;000;000;CASTAGNO;DA MENSA;;
542;CASTAGNO DA MENSA;049;MICORRIZATO;492;005;000;049;CASTAGNO;DA MENSA;;MICORRIZATO
543;CARDIACA;000;;543;000;000;000;CARDIACA;;;
544;CECI;000;VARIETA' GENERICA;544;011;000;000;CECE;FAVE, SEMI, GRANELLA;;
545;CHENOPODIUM QUINOA;000;;545;000;000;000;CHENOPODIUM QUINOA;;;
546;ERISMO;000;;546;000;000;000;ERISMO;;;
547;REGINA DELLE ALPI;000;;547;000;000;000;REGINA DELLE ALPI;;;
548;CICORIA - RADICI DI CICORIA;000;VARIETA' GENERICA;919;003;000;000;CICORIA;DA INDUSTRIA;;
549;STELLA ALPINA;000;;549;000;000;000;STELLA ALPINA;;;
550;GENZIANA;000;;550;000;000;000;GENZIANA;;;
551;VIVAI FLORICOLI;000;VARIETA' GENERICA;551;010;000;000;VIVAI FLORICOLI /ORNAMENTALI;DA VIVAIO;;
551;VIVAI FLORICOLI /ORNAMENTALI;010;DA VIVAIO - PIENO CAMPO - PIANTE ORNAMENTALI;551;010;061;177;VIVAI FLORICOLI /ORNAMENTALI;DA VIVAIO;PIENO CAMPO;PIANTE ORNAMENTALI
551;VIVAI FLORICOLI /ORNAMENTALI;023;DA VIVAIO - FIORE RECISO;551;010;023;000;VIVAI FLORICOLI /ORNAMENTALI;DA VIVAIO;FIORE RECISO;
551;VIVAI FLORICOLI /ORNAMENTALI;024;DA VIVAIO - FOGLIE;551;010;024;000;VIVAI FLORICOLI /ORNAMENTALI;DA VIVAIO;FOGLIE;
551;VIVAI FLORICOLI /ORNAMENTALI;025;DA VIVAIO - FRONDE E BACCHE;551;010;025;000;VIVAI FLORICOLI /ORNAMENTALI;DA VIVAIO;FRONDE E BACCHE;
551;VIVAI FLORICOLI /ORNAMENTALI;026;DA VIVAIO - FRONDE FIORITE;551;010;026;000;VIVAI FLORICOLI /ORNAMENTALI;DA VIVAIO;FRONDE FIORITE;
551;VIVAI FLORICOLI /ORNAMENTALI;027;DA VIVAIO - FRONDE VERDI;551;010;027;000;VIVAI FLORICOLI /ORNAMENTALI;DA VIVAIO;FRONDE VERDI;
551;VIVAI FLORICOLI /ORNAMENTALI;175;DA VIVAIO - COLTURA IN VASO - ERBACEE PERENNI;551;010;028;175;VIVAI FLORICOLI /ORNAMENTALI;DA VIVAIO;COLTURA IN VASO;ERBACEE PERENNI
551;VIVAI FLORICOLI /ORNAMENTALI;176;DA VIVAIO - COLTURA IN VASO - PIANTE DA FIORE;551;010;028;176;VIVAI FLORICOLI /ORNAMENTALI;DA VIVAIO;COLTURA IN VASO;PIANTE DA FIORE
551;VIVAI FLORICOLI /ORNAMENTALI;177;DA VIVAIO - PIENO CAMPO - PIANTE DA FIORE;551;010;061;176;VIVAI FLORICOLI /ORNAMENTALI;DA VIVAIO;PIENO CAMPO;PIANTE DA FIORE
552;VIVAI FRUTTICOLI;000;VARIETA' GENERICA;552;010;000;000;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;DA VIVAIO;;
552;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;178;DA VIVAIO - PIANTE DI NOCCIOLO;552;010;000;178;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;DA VIVAIO;;PIANTE DI NOCCIOLO
552;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;179;DA VIVAIO - PIANTE DI NOCE;552;010;000;179;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;DA VIVAIO;;PIANTE DI NOCE
552;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;180;DA VIVAIO - PORTAINNESTI DI POMACEE;552;010;000;180;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;DA VIVAIO;;PORTAINNESTI DI POMACEE
552;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;181;DA VIVAIO - PORTAINNESTI DI DRUPACEE;552;010;000;181;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;DA VIVAIO;;PORTAINNESTI DI DRUPACEE
552;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;182;DA VIVAIO - PIANTE DA FRUTTO KAKI;552;010;000;182;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;DA VIVAIO;;PIANTE DA FRUTTO KAKI
552;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;183;DA VIVAIO - PIANTE DA FRUTTO POMACEE;552;010;000;183;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;DA VIVAIO;;PIANTE DA FRUTTO POMACEE
552;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;184;DA VIVAIO - PIANTE DA FRUTTO DRUPACEE;552;010;000;184;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;DA VIVAIO;;PIANTE DA FRUTTO DRUPACEE
552;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;185;DA VIVAIO - PIANTE DA FRUTTO FICO;552;010;000;185;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;DA VIVAIO;;PIANTE DA FRUTTO FICO
552;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;186;DA VIVAIO - PIANTE DA FRUTTO AGRUMI;552;010;000;186;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;DA VIVAIO;;PIANTE DA FRUTTO AGRUMI
552;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;187;DA VIVAIO - PIANTE DA FRUTTO ACTINIDIA;552;010;000;187;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;DA VIVAIO;;PIANTE DA FRUTTO ACTINIDIA
552;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;188;DA VIVAIO - PIANTE DA FRUTTO CASTAGNO;552;010;000;188;VIVAI FRUTTICOLI COMPRESE LE PIANTE DA BACCHE;DA VIVAIO;;PIANTE DA FRUTTO CASTAGNO
553;VIVAI VITICOLI;000;VARIETA' GENERICA;553;010;000;000;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;DA VIVAIO;;
553;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;031;DA VIVAIO - SELVATICO DA INNESTARE DESTINATO A UVA DA TAVOLA;553;010;031;000;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;DA VIVAIO;SELVATICO DA INNESTARE DESTINATO A UVA DA TAVOLA;
553;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;032;DA VIVAIO - PIANTE MADRE DI PORTAINNESTI;553;010;032;000;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;DA VIVAIO;PIANTE MADRE DI PORTAINNESTI;
553;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;033;DA VIVAIO - BARBATELLE DA INNESTARE;553;010;033;000;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;DA VIVAIO;BARBATELLE DA INNESTARE;
553;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;034;DA VIVAIO - BARBATELLE INNESTATE;553;010;034;000;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;DA VIVAIO;BARBATELLE INNESTATE;
553;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;035;DA VIVAIO - PIANTE MADRI PER MARZE;553;010;035;000;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;DA VIVAIO;PIANTE MADRI PER MARZE;
553;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;036;DA VIVAIO - SELVATICO DA INNESTARE DESTINATO A VINO;553;010;036;000;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;DA VIVAIO;SELVATICO DA INNESTARE DESTINATO A VINO;
553;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;037;DA VIVAIO - SELVATICO DA INNESTARE DESTINATO A UVA DA TAVOLA - DA CONSERVAZIONE;553;010;031;004;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;DA VIVAIO;SELVATICO DA INNESTARE DESTINATO A UVA DA TAVOLA;DA CONSERVAZIONE
553;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;038;DA VIVAIO - PIANTE MADRE DI PORTAINNESTI - DA CONSERVAZIONE;553;010;032;004;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;DA VIVAIO;PIANTE MADRE DI PORTAINNESTI;DA CONSERVAZIONE
553;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;039;DA VIVAIO - BARBATELLE DA INNESTARE - DA CONSERVAZIONE;553;010;033;004;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;DA VIVAIO;BARBATELLE DA INNESTARE;DA CONSERVAZIONE
553;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;040;DA VIVAIO - BARBATELLE INNESTATE - DA CONSERVAZIONE;553;010;034;004;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;DA VIVAIO;BARBATELLE INNESTATE;DA CONSERVAZIONE
553;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;041;DA VIVAIO - PIANTE MADRI PER MARZE - DA CONSERVAZIONE;553;010;035;004;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;DA VIVAIO;PIANTE MADRI PER MARZE;DA CONSERVAZIONE
553;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;042;DA VIVAIO - SELVATICO DA INNESTARE DESTINATO A VINO - DA CONSERVAZIONE;553;010;036;004;VIVAI VITICOLI E VITI MADRI DI PORTAINNESTI;DA VIVAIO;SELVATICO DA INNESTARE DESTINATO A VINO;DA CONSERVAZIONE
554;VIVAI OLIVICOLI;000;VARIETA' GENERICA;554;010;000;000;VIVAI OLIVICOLI;DA VIVAIO;;
554;VIVAI OLIVICOLI;028;DA VIVAIO - COLTURA IN VASO;554;010;028;000;VIVAI OLIVICOLI;DA VIVAIO;COLTURA IN VASO;
555;VIVAI FORESTALI;000;VARIETA' GENERICA;555;010;000;000;VIVAI FORESTALI COMMERCIALI COMPRESI ALBERI DI NATALE ESCLUSI VIVAI FORESTALI SITUATI IN FORESTA E DESTINATI AL FABBISOGNO DELL'AZIENDA;DA VIVAIO;;
555;VIVAI FORESTALI COMMERCIALI COMPRESI ALBERI DI NATALE ESCLUSI VIVAI FORESTALI SITUATI IN FORESTA E DESTINATI AL FABBISOGNO DELL'AZIENDA;189;DA VIVAIO - PIANTE DI PIOPPO;555;010;000;189;VIVAI FORESTALI COMMERCIALI COMPRESI ALBERI DI NATALE ESCLUSI VIVAI FORESTALI SITUATI IN FORESTA E DESTINATI AL FABBISOGNO DELL'AZIENDA;DA VIVAIO;;PIANTE DI PIOPPO
556;VIVAI - ALTRI;061;SENZA INTERAZIONE DELLE RADICI CON IL TERRENO SOTTOSTANTE;556;010;060;000;VIVAI - ALTRI;DA VIVAIO;SENZA INTERAZIONE DELLE RADICI CON IL TERRENO SOTTOSTANTE;NON QUALIFICATO
558;BUDDLEJA;000;;558;000;000;000;BUDDLEJA;;;
562;ERBA MEDICA - DA FORAGGIO;054;PRATO PASCOLO IN PUREZZA AVVICENDATO  - NON PERMANENTE;562;002;054;043;ERBA MEDICA;DA FORAGGIO;PRATO PASCOLO IN PUREZZA AVVICENDATO  - NON PERMANENTE;DI LEGUMINOSE
562;ERBA MEDICA - DA FORAGGIO;055;PRATO PASCOLO IN PUREZZA  NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;562;002;055;043;ERBA MEDICA;DA FORAGGIO;PRATO PASCOLO IN PUREZZA  NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;DI LEGUMINOSE
565;MIZUNA O BRASSICA RAPA DA SEME;000;;541;008;000;000;MIZUNA O BRASSICA RAPA;DA SEME;;
566;RUCOLA-IV GAMMA;000;;167;444;000;000;RUCOLA;IV GAMMA;;
567;LATTUGA LATTUGHINO-IV GAMMA;000;;127;444;000;000;LATTUGA LATTUGHINO;IV GAMMA;;
568;DOLCETTA (GALLINELLA, SONCINO, VALERIANELLA) - IV GAMMA;000;;169;444;000;000;DOLCETTA (GALLINELLA, SONCINO, VALERIANELLA);IV GAMMA;;
569;BIETOLA (Compresa  la CHELTENHAM BEET, BARBABIETOLA ROSSA/BIETOLA DA COSTA) - IV GAMMA;000;;024;444;000;000;BIETOLA (Compresa  la CHELTENHAM BEET, BARBABIETOLA ROSSA/BIETOLA DA COSTA);IV GAMMA;;
570;CAVOLO - IV GAMMA;000;;028;444;000;000;CAVOLO;IV GAMMA;;
572;BROCCOLETTO DI RAPA - IV GAMMA;000;;117;444;000;000;BROCCOLETTO O CIME DI RAPA;IV GAMMA;;
573;CICORIA - IV GAMMA;000;;919;444;000;000;CICORIA;IV GAMMA;;
576;RADICCHIO - IV GAMMA;000;;935;444;000;000;RADICCHIO;IV GAMMA;;
578;FRUMENTO SEGALATO - DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;578;002;053;045;FRUMENTO SEGALATO;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI GRAMINACEE
579;SPINACIO - IV GAMMA;000;;939;444;000;000;SPINACIO;IV GAMMA;;
580;CRESCIONE DEI GIARDINI O CRESCIONE INGLESE - IV GAMMA;000;;484;444;000;000;CRESCIONE DEI GIARDINI O CRESCIONE INGLESE;IV GAMMA;;
581;GINESTRINO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;581;002;053;043;GINESTRINO;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI LEGUMINOSE
581;GINESTRINO;054;PRATO PASCOLO IN PUREZZA AVVICENDATO  - NON PERMANENTE;581;002;054;043;GINESTRINO;DA FORAGGIO;PRATO PASCOLO IN PUREZZA AVVICENDATO  - NON PERMANENTE;DI LEGUMINOSE
581;GINESTRINO;055;PRATO PASCOLO IN PUREZZA  NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;581;002;055;043;GINESTRINO;DA FORAGGIO;PRATO PASCOLO IN PUREZZA  NON AVVICENDATO PER ALMENO 5 ANNI - PERMANENTE;DI LEGUMINOSE
582;SENAPE - IV GAMMA;000;;077;444;000;000;SENAPE;IV GAMMA;;
583;CAVOLO CINESE - IV GAMMA;000;;270;444;000;000;CAVOLO CINESE;IV GAMMA;;
584;SENAPE BRUNA - IV GAMMA;000;;436;444;000;000;SENAPE BRUNA;IV GAMMA;;
585;SENAPE NERA - IV GAMMA;000;;438;444;000;000;SENAPE NERA;IV GAMMA;;
586;GIRASOLE - DA FORAGGIO;000;;005;002;000;000;GIRASOLE;DA FORAGGIO;;
587;GRANO (FRUMENTO) TENERO;000;VARIETA' GENERICA;587;011;000;000;GRANO (FRUMENTO) TENERO;FAVE, SEMI, GRANELLA;;
587;GRANO (FRUMENTO) TENERO;500;USO ENERGETICO;587;011;000;022;GRANO (FRUMENTO) TENERO;FAVE, SEMI, GRANELLA;;ENERGETICO
588;GRANO (FRUMENTO) TENERO;000;DA FORAGGIO;587;002;000;000;GRANO (FRUMENTO) TENERO;DA FORAGGIO;;
588;GRANO (FRUMENTO) TENERO;010;DA FORAGGIO - INSILATO;587;002;010;000;GRANO (FRUMENTO) TENERO;DA FORAGGIO;INSILATO;
588;GRANO (FRUMENTO) TENERO - DA FORAGGIO;053;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;587;002;053;045;GRANO (FRUMENTO) TENERO;DA FORAGGIO;ERBAIO IN PUREZZA, ANNUALE - NON PERMANENTE;DI GRAMINACEE
588;GRANO (FRUMENTO) TENERO - DA FORAGGIO;500;USO ENERGETICO;587;002;000;022;GRANO (FRUMENTO) TENERO;DA FORAGGIO;;ENERGETICO
589;CAVOLO RAPA - IV GAMMA;000;;954;444;000;000;CAVOLO RAPA;IV GAMMA;;
593;CERRO;000;;593;000;000;000;CERRO;;;
593;CERRO;049;MICORRIZATO;593;000;000;049;CERRO;;;MICORRIZATO
